dataset,generator,alpha,n_r,n_s,method,variant,t,repeats,ok_rate,wall_mean_ms,wall_stdev_ms,wall_median_ms,wall_p95_ms,count_mean,count_stdev,exact_frac,note
exp6_stripe__nr100000__ns100000__a3_000ep01__g1,stripe,30,100000,100000,ours,adaptive,3000,3,1,555.908,29.493,572.639,573.171,6e+06,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep01__g1,stripe,30,100000,100000,ours,sampling,10000,3,1,493.887,25.8896,508.557,509.055,6e+06,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep01__g1,stripe,30,100000,100000,ours,enum_sampling,10000,3,1,525.005,27.069,539.133,541.791,6e+06,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep01__g1,stripe,30,100000,100000,ours,adaptive,10000,3,1,555.655,28.2949,570.651,573.03,6e+06,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep01__g1,stripe,30,100000,100000,ours,sampling,30000,3,1,497.422,24.5056,510.524,512.385,6e+06,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep01__g1,stripe,30,100000,100000,ours,enum_sampling,30000,3,1,527.682,28.1662,542.153,545.319,6e+06,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep01__g1,stripe,30,100000,100000,ours,adaptive,30000,3,1,558.828,28.667,575.183,575.535,6e+06,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep01__g1,stripe,30,100000,100000,ours,sampling,100000,3,1,505.469,24.4996,518.203,520.702,6e+06,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep01__g1,stripe,30,100000,100000,ours,enum_sampling,100000,3,1,534.977,27.1289,550.106,551.062,6e+06,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep01__g1,stripe,30,100000,100000,ours,adaptive,100000,3,1,563.826,29.4672,579.644,581.771,6e+06,0,1,
