alpha,t,N,method,variant,wall_median_ms,wall_p95_ms,build_median_ms,build_p95_ms,count_value,count_exact,enum_truncated_any,used_enumeration_any,rss_kb,rss_mb,exit_code,enum_truncated_any_rss,wall_median_s,wall_p95_s,build_median_s,build_p95_s
100,100000,800000,pbsm,sampling,8272.77,8310.676000000001,236.964935,239.8119226,160000000.0,1,0,0,71176,69.5078125,0,0,8.272770000000001,8.310676,0.236964935,0.2398119226
100,100000,800000,r_tree,adaptive,8878.99,8919.508,345.987432,352.940548,160000000.0,1,1,0,482136,470.8359375,0,1,8.87899,8.919508,0.34598743200000004,0.35294054799999997
100,100000,800000,r_tree,enum_sampling,5626.18,5649.996,342.659123,346.2922404,50000000.0,0,1,1,413084,403.40234375,0,1,5.626180000000001,5.649996,0.342659123,0.3462922404
100,100000,800000,r_tree,sampling,7924.37,7951.715999999999,346.092049,353.142974,160000000.0,1,0,0,362012,353.52734375,0,0,7.92437,7.951715999999999,0.34609204899999996,0.353142974
100,100000,800000,range_tree,adaptive,43682.9,44176.299999999996,879.003128,1069.1128266,160000000.0,1,1,0,1181296,1153.609375,0,1,43.682900000000004,44.1763,0.8790031279999999,1.0691128266
100,100000,800000,range_tree,enum_sampling,22494.6,22525.6,0.00076,0.004565999999999999,50000000.0,0,1,1,643460,628.37890625,0,1,22.4946,22.525599999999997,7.6e-07,4.565999999999999e-06
100,100000,800000,range_tree,sampling,39838.3,40131.64,881.464151,1069.401426,160000000.0,1,0,0,648484,633.28515625,0,0,39.838300000000004,40.13164,0.881464151,1.069401426
100,100000,800000,rejection,adaptive,4014.32,4052.504,2262.008038,2394.4401526,160744000.0,0,1,0,718992,702.140625,0,1,4.0143200000000006,4.052504,2.262008038,2.3944401526
100,100000,800000,rejection,enum_sampling,4824.52,4899.4,2260.74217,2395.477014,50000000.0,0,1,1,705476,688.94140625,0,1,4.824520000000001,4.8994,2.26074217,2.395477014
100,100000,800000,rejection,sampling,3927.67,3973.504,2254.192062,2381.682362,160744000.0,0,0,0,705440,688.90625,0,0,3.92767,3.9735039999999997,2.254192062,2.381682362
100,100000,800000,sirs,adaptive,50928.2,50948.32,1313.164326,1335.275079,160000000.0,1,1,0,180580,176.34765625,0,1,50.9282,50.94832,1.313164326,1.335275079
100,100000,800000,sirs,enum_sampling,2196.49,2220.152,1310.13503,1333.2962360000001,50000000.0,0,1,1,128848,125.828125,0,1,2.19649,2.220152,1.3101350299999999,1.3332962360000002
100,100000,800000,sirs,sampling,50735.3,50761.4,1313.595882,1338.7085642,160000000.0,1,0,0,160228,156.47265625,0,0,50.7353,50.7614,1.313595882,1.3387085642
100,100000,800000,tlsop,adaptive,77961.2,78196.56,5145.205467,5176.6611776,160000000.0,1,1,0,305856,298.6875,0,1,77.96119999999999,78.19655999999999,5.145205466999999,5.1766611776
100,100000,800000,tlsop,enum_sampling,30264.7,30304.26,5153.257171,5191.1403868,50000000.0,0,1,1,292560,285.703125,0,1,30.2647,30.30426,5.153257171,5.1911403868
100,100000,800000,tlsop,sampling,75897.9,81579.14,5141.821491,5174.8744452,160000000.0,1,0,0,292468,285.61328125,0,0,75.89789999999999,81.57914,5.141821491,5.1748744452
100,100000,800000,tsunami,adaptive,334523.0,334668.0,932.182644,963.5881826,160000000.0,1,1,0,264212,258.01953125,0,1,334.523,334.668,0.932182644,0.9635881826
100,100000,800000,tsunami,enum_sampling,4792.59,4824.504,928.799796,960.4345488,50000000.0,0,1,1,255848,249.8515625,0,1,4.792590000000001,4.824504,0.9287997960000001,0.9604345488
100,100000,800000,tsunami,sampling,333964.0,334207.4,931.246452,962.6890476,160000000.0,1,0,0,261612,255.48046875,0,0,333.964,334.2074,0.931246452,0.9626890476
