dataset,generator,alpha,n_r,n_s,method,variant,t,repeats,ok_rate,wall_mean_ms,wall_stdev_ms,wall_median_ms,wall_p95_ms,count_mean,count_stdev,exact_frac,note
stripe_alpha__nr100000__ns100000__a5_000ep00__g1,stripe_ctrl_alpha,5,100000,100000,aabb,adaptive,100000,3,1,1039.81,3.83158,1039.29,1043.42,1e+06,0,1,
stripe_alpha__nr100000__ns100000__a5_000ep00__g1,stripe_ctrl_alpha,5,100000,100000,interval_tree,sampling,100000,3,1,817.561,21.3688,828.937,830.645,1e+06,0,1,
stripe_alpha__nr100000__ns100000__a5_000ep00__g1,stripe_ctrl_alpha,5,100000,100000,interval_tree,adaptive,100000,3,1,729.486,5.28984,730.674,733.74,1e+06,0,1,
stripe_alpha__nr100000__ns100000__a5_000ep00__g1,stripe_ctrl_alpha,5,100000,100000,kd_tree,sampling,100000,3,1,411.011,0.829677,411.436,411.532,1e+06,0,1,
stripe_alpha__nr100000__ns100000__a5_000ep00__g1,stripe_ctrl_alpha,5,100000,100000,kd_tree,adaptive,100000,3,1,505.952,5.10937,504.346,510.939,1e+06,0,1,
stripe_alpha__nr100000__ns100000__a5_000ep00__g1,stripe_ctrl_alpha,5,100000,100000,r_tree,sampling,100000,3,1,636.422,0.795647,636.654,637.034,1e+06,0,1,
stripe_alpha__nr100000__ns100000__a5_000ep00__g1,stripe_ctrl_alpha,5,100000,100000,r_tree,adaptive,100000,3,1,440.592,0.48462,440.701,440.982,1e+06,0,1,
stripe_alpha__nr100000__ns100000__a5_000ep00__g1,stripe_ctrl_alpha,5,100000,100000,range_tree,sampling,100000,3,1,1905.69,2.21581,1906.23,1907.44,1e+06,0,1,
stripe_alpha__nr100000__ns100000__a5_000ep00__g1,stripe_ctrl_alpha,5,100000,100000,range_tree,adaptive,100000,3,1,1337.82,4.38088,1339.13,1341.17,1e+06,0,1,
stripe_alpha__nr100000__ns100000__a5_000ep00__g1,stripe_ctrl_alpha,5,100000,100000,pbsm,sampling,100000,3,1,58.8647,2.19164,57.75,61.0256,1e+06,0,1,
stripe_alpha__nr100000__ns100000__a5_000ep00__g1,stripe_ctrl_alpha,5,100000,100000,pbsm,adaptive,100000,3,1,38.4835,0.0637296,38.5087,38.5286,1e+06,0,1,
stripe_alpha__nr100000__ns100000__a5_000ep00__g1,stripe_ctrl_alpha,5,100000,100000,tlsop,sampling,100000,3,1,1483.33,4.9508,1485.84,1486.45,1e+06,0,1,
stripe_alpha__nr100000__ns100000__a5_000ep00__g1,stripe_ctrl_alpha,5,100000,100000,tlsop,adaptive,100000,3,1,933.795,3.91488,932.163,937.651,1e+06,0,1,
stripe_alpha__nr100000__ns100000__a5_000ep00__g1,stripe_ctrl_alpha,5,100000,100000,sirs,sampling,100000,3,1,2877.6,1.28021,2877.51,2878.79,1e+06,0,1,
stripe_alpha__nr100000__ns100000__a5_000ep00__g1,stripe_ctrl_alpha,5,100000,100000,sirs,adaptive,100000,3,1,3471.36,1.56773,3471.08,3472.85,1e+06,0,1,
stripe_alpha__nr100000__ns100000__a5_000ep00__g1,stripe_ctrl_alpha,5,100000,100000,rejection,sampling,100000,3,0,-1,-1,-1,-1,-1,-1,0,SKIPPED: rejection+sampling is disabled in sjs_sweep; use variant=adaptive.
stripe_alpha__nr100000__ns100000__a5_000ep00__g1,stripe_ctrl_alpha,5,100000,100000,rejection,adaptive,100000,3,1,1597.22,8.52538,1601.57,1602.58,1e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,ours,sampling,100000,3,1,497.583,29.0286,513.685,514.862,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,ours,adaptive,100000,3,1,604.017,29.8652,620.324,621.993,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,aabb,sampling,100000,3,1,1323.76,3.42536,1322.35,1327.14,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,aabb,adaptive,100000,3,1,2581.03,3.35829,2580.37,2584.24,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,interval_tree,sampling,100000,3,1,824.955,22.6722,836.862,838.959,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,interval_tree,adaptive,100000,3,1,1342.19,6.57685,1339.12,1348.68,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,kd_tree,sampling,100000,3,1,408.418,0.364712,408.291,408.775,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,kd_tree,adaptive,100000,3,1,834.16,2.72022,832.716,836.839,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,r_tree,sampling,100000,3,1,641.046,0.742146,641.135,641.679,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,r_tree,adaptive,100000,3,1,1030.78,0.0507062,1030.81,1030.81,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,range_tree,sampling,100000,3,1,1926.83,4.09386,1926.71,1930.56,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,range_tree,adaptive,100000,3,1,2841.19,8.08113,2838.68,2849.08,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,pbsm,sampling,100000,3,1,62.6968,0.207862,62.7194,62.8751,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,pbsm,adaptive,100000,3,1,79.8538,2.58062,78.8532,82.3917,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,tlsop,sampling,100000,3,1,1481.66,3.31276,1480.1,1484.93,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,tlsop,adaptive,100000,3,1,1898.07,3.17355,1897.97,1900.96,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,sirs,sampling,100000,3,1,2878.41,2.5208,2877.1,2880.89,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,sirs,adaptive,100000,3,1,2896.84,3.26581,2895.24,2900.06,1.2e+06,0,1,
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,rejection,sampling,100000,3,0,-1,-1,-1,-1,-1,-1,0,SKIPPED: rejection+sampling is disabled in sjs_sweep; use variant=adaptive.
stripe_alpha__nr100000__ns100000__a6_000ep00__g1,stripe_ctrl_alpha,6,100000,100000,rejection,adaptive,100000,3,1,2130.78,25.3649,2123.21,2155.49,1.22893e+06,20663.1,0,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,ours,sampling,100000,3,1,499.371,30.4043,514.062,519.082,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,ours,adaptive,100000,3,1,588.43,28.5299,604.652,605.1,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,aabb,sampling,100000,3,1,1263.88,1.06478,1264.05,1264.77,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,aabb,adaptive,100000,3,1,2144.97,3.57129,2145.62,2147.92,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,interval_tree,sampling,100000,3,1,825.359,23.1426,838.68,838.752,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,interval_tree,adaptive,100000,3,1,1284.1,11.6813,1278.99,1295.62,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,kd_tree,sampling,100000,3,1,427.769,2.07836,426.801,429.82,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,kd_tree,adaptive,100000,3,1,821.728,2.30463,822.655,823.348,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,r_tree,sampling,100000,3,1,651.99,0.503552,651.794,652.485,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,r_tree,adaptive,100000,3,1,984.508,1.04278,984.722,985.357,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,range_tree,sampling,100000,3,1,1911.52,4.54672,1908.92,1915.98,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,range_tree,adaptive,100000,3,1,2708.83,4.61777,2706.46,2713.38,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,pbsm,sampling,100000,3,1,82.5412,2.20929,81.5343,84.7206,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,pbsm,adaptive,100000,3,1,95.9671,0.0438471,95.9421,96.0102,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,tlsop,sampling,100000,3,1,1489.23,1.54398,1488.59,1490.75,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,tlsop,adaptive,100000,3,1,1772.69,3.93796,1774.79,1775.1,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,sirs,sampling,100000,3,1,2892.71,2.45659,2891.49,2895.14,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,sirs,adaptive,100000,3,1,2909.44,3.48558,2908.65,2912.79,2e+06,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,rejection,sampling,100000,3,0,-1,-1,-1,-1,-1,-1,0,SKIPPED: rejection+sampling is disabled in sjs_sweep; use variant=adaptive.
stripe_alpha__nr100000__ns100000__a1_000ep01__g1,stripe_ctrl_alpha,10,100000,100000,rejection,adaptive,100000,3,1,1421.22,6.36459,1420.41,1427.19,2.04279e+06,41536.4,0,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,ours,sampling,100000,3,1,502.734,31.4844,520.425,521.297,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,ours,adaptive,100000,3,1,565.213,31.8485,582.626,584.365,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,aabb,sampling,100000,3,1,1270.8,2.97429,1271.68,1273.07,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,aabb,adaptive,100000,3,1,1640.66,4.35724,1638.77,1644.96,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,interval_tree,sampling,100000,3,1,830.005,22.6005,842.164,843.747,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,interval_tree,adaptive,100000,3,1,1173.25,17.0322,1178.35,1186.27,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,kd_tree,sampling,100000,3,1,468.777,0.133329,468.721,468.908,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,kd_tree,adaptive,100000,3,1,815.217,0.351166,815.062,815.564,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,r_tree,sampling,100000,3,1,683.772,3.65059,681.913,687.371,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,r_tree,adaptive,100000,3,1,911.312,0.402023,911.451,911.609,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,range_tree,sampling,100000,3,1,1966.08,1.07256,1966.04,1967.05,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,range_tree,adaptive,100000,3,1,2565.69,2.63061,2565.58,2568.1,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,pbsm,sampling,100000,3,1,172.377,0.585498,172.145,172.954,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,pbsm,adaptive,100000,3,1,187.631,0.118014,187.673,187.717,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,tlsop,sampling,100000,3,1,1564.61,2.72448,1565.33,1566.74,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,tlsop,adaptive,100000,3,1,1708.98,7.59737,1706.74,1716.37,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,sirs,sampling,100000,3,1,2897.33,2.65364,2898.31,2899.25,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,sirs,adaptive,100000,3,1,2915.06,2.08211,2914.19,2917.12,6e+06,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,rejection,sampling,100000,3,0,-1,-1,-1,-1,-1,-1,0,SKIPPED: rejection+sampling is disabled in sjs_sweep; use variant=adaptive.
stripe_alpha__nr100000__ns100000__a3_000ep01__g1,stripe_ctrl_alpha,30,100000,100000,rejection,adaptive,100000,3,1,711.952,13.1214,718.926,719.995,5.88134e+06,45957.3,0,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,ours,sampling,100000,3,1,502.455,29.8234,516.971,521.715,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,ours,adaptive,100000,3,1,541.799,29.3585,558.571,558.891,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,aabb,sampling,100000,3,1,3959.51,8.16632,3957.92,3967.31,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,aabb,adaptive,100000,3,1,4268.01,6.73404,4270.79,4272.7,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,interval_tree,sampling,100000,3,1,834.154,22.3416,844.998,848.603,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,interval_tree,adaptive,100000,3,1,1094.05,18.5427,1103.7,1105.57,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,kd_tree,sampling,100000,3,1,545.833,0.746112,545.581,546.564,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,kd_tree,adaptive,100000,3,1,865.14,4.18233,863.115,869.266,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,r_tree,sampling,100000,3,1,750.355,1.10297,750.358,751.346,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,r_tree,adaptive,100000,3,1,913.146,3.54143,914.42,915.728,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,range_tree,sampling,100000,3,1,1962.13,2.36327,1961.32,1964.44,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,range_tree,adaptive,100000,3,1,2414.17,3.43463,2412.82,2417.55,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,pbsm,sampling,100000,3,1,489.814,1.94955,489.143,491.724,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,pbsm,adaptive,100000,3,1,509.254,0.147442,509.193,509.399,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,tlsop,sampling,100000,3,1,1803.24,1.81533,1804.22,1804.34,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,tlsop,adaptive,100000,3,1,1882.19,0.905568,1881.8,1883.08,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,sirs,sampling,100000,3,1,2984.9,1.56087,2985.58,2985.96,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,sirs,adaptive,100000,3,1,3000.26,2.46342,2999.33,3002.68,2e+07,0,1,
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,rejection,sampling,100000,3,0,-1,-1,-1,-1,-1,-1,0,SKIPPED: rejection+sampling is disabled in sjs_sweep; use variant=adaptive.
stripe_alpha__nr100000__ns100000__a1_000ep02__g1,stripe_ctrl_alpha,100,100000,100000,rejection,adaptive,100000,3,1,464.093,10.0695,469.132,470.496,1.99216e+07,250385,0,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,ours,sampling,100000,3,1,505.502,32.4806,523.989,524.466,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,ours,adaptive,100000,3,1,538.26,27.9969,550.974,556.976,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,aabb,sampling,100000,3,1,5359.38,12.1207,5355.03,5371.27,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,aabb,adaptive,100000,3,1,5566.58,4.42101,5564.07,5570.92,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,interval_tree,sampling,100000,3,1,843.411,19.5282,854.44,854.88,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,interval_tree,adaptive,100000,3,1,1069.65,16.9995,1078.79,1079.99,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,kd_tree,sampling,100000,3,1,639.778,1.68962,639.024,641.445,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,kd_tree,adaptive,100000,3,1,951.222,0.925859,951.27,952.037,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,r_tree,sampling,100000,3,1,920.996,1.39258,921.159,922.186,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,r_tree,adaptive,100000,3,1,1057.06,2.41631,1058.37,1058.52,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,range_tree,sampling,100000,3,1,1995.85,1.78556,1995.47,1997.56,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,range_tree,adaptive,100000,3,1,2385.56,3.8999,2386.38,2388.72,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,pbsm,sampling,100000,3,1,1415.88,3.26591,1416.4,1418.6,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,pbsm,adaptive,100000,3,1,1451.57,2.0924,1451.19,1453.56,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,tlsop,sampling,100000,3,1,2493.42,8.19992,2497.71,2498.49,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,tlsop,adaptive,100000,3,1,2566.82,6.04918,2567.31,2572.07,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,sirs,sampling,100000,3,1,3187.17,1.38271,3187.61,3188.21,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,sirs,adaptive,100000,3,1,3202.77,0.55176,3202.58,3203.32,6e+07,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,rejection,sampling,100000,3,0,-1,-1,-1,-1,-1,-1,0,SKIPPED: rejection+sampling is disabled in sjs_sweep; use variant=adaptive.
stripe_alpha__nr100000__ns100000__a3_000ep02__g1,stripe_ctrl_alpha,300,100000,100000,rejection,adaptive,100000,3,1,411.182,9.61973,410.678,420.007,6.03012e+07,565223,0,
