run_id,regime,alpha,t,repeats,seed,gen_seed,N,method,variant,exit_code,rss_kb,enum_truncated_any,run_csv
20251228_165406,alpha100,100,100000,5,1,1,200000,sirs,adaptive,0,64176,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N200000/sirs/adaptive/run.csv
20251228_165406,alpha100,100,100000,5,1,1,200000,rejection,sampling,0,186236,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N200000/rejection/sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,200000,rejection,enum_sampling,0,186288,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N200000/rejection/enum_sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,200000,rejection,adaptive,0,205916,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N200000/rejection/adaptive/run.csv
20251228_165406,alpha100,100,100000,5,1,1,200000,tsunami,sampling,0,70612,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N200000/tsunami/sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,200000,tsunami,enum_sampling,0,69036,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N200000/tsunami/enum_sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,200000,tsunami,adaptive,0,88708,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N200000/tsunami/adaptive/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,ours,sampling,0,804488,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/ours/sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,ours,enum_sampling,0,743536,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/ours/enum_sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,ours,adaptive,0,821796,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/ours/adaptive/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,aabb,sampling,0,229724,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/aabb/sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,aabb,enum_sampling,0,198068,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/aabb/enum_sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,aabb,adaptive,0,282608,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/aabb/adaptive/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,interval_tree,sampling,0,1270340,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/interval_tree/sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,interval_tree,enum_sampling,0,1202464,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/interval_tree/enum_sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,interval_tree,adaptive,0,2297200,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/interval_tree/adaptive/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,kd_tree,sampling,0,198584,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/kd_tree/sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,kd_tree,enum_sampling,0,188816,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/kd_tree/enum_sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,kd_tree,adaptive,0,309312,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/kd_tree/adaptive/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,r_tree,sampling,0,183876,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/r_tree/sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,r_tree,enum_sampling,0,218284,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/r_tree/enum_sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,r_tree,adaptive,0,251364,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/r_tree/adaptive/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,range_tree,sampling,0,343128,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/range_tree/sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,range_tree,enum_sampling,0,324536,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/range_tree/enum_sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,range_tree,adaptive,0,583592,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/range_tree/adaptive/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,pbsm,sampling,0,39560,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/pbsm/sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,400000,pbsm,enum_sampling,0,39564,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N400000/pbsm/enum_sampling/run.csv
